id,rle_mask
099b96c480,1 41 102 37 203 33 304 27 405 16 506 9 8781 7 8872 17 8968 22 9062 29 9158 34 9255 38 9348 46 9444 51 9539 57 9635 62 9730 68 9826 73 9923 77 10018 83 10114 88
d934a53d9b,2569 3 2668 7 2768 11 2869 12 2969 14 3070 15 3171 16 3271 18 3372 19 3473 19 3573 21 3673 23 3773 24 3873 26 3973 27 4073 29 4172 31 4271 33 4371 35 4471 36 4571 37 4672 37 4773 37 4873 39 4974 39 5075 39 5175 40 5275 42 5376 42 5477 42 5578 43 5679 43 5780 43 5881 44 5983 43 6085 42 6187 41 6288 41 6390 39 6491 39 6592 38 6693 38 6794 37 6896 35 6997 33 7099 31 7201 29 7304 27 7405 27 7507 25 7608 25 7709 25 7810 25 7911 25 8012 25 8113 25 8214 25 8315 25 8416 25 8517 25 8618 25 8719 25 8820 25 8921 25 9022 25 9123 24 9224 24 9326 23 9427 22 9528 22 9630 20 9731 20 9831 20 9932 20 10033 19 10134 19
3cb4906b6e,
278c81f164,
12e44aaf72,
19dfee3fcd,3839 2 3940 4 4041 6 4142 9 4243 13 4344 17 4445 21 4538 34 4630 47 4723 58 4816 73 4906 5296
d12e6ed617,53 49 152 51 250 54 347 58 444 62 542 65 639 69 737 72 833 77 930 81 1027 85 1124 89 1220 94 1316 1613 2930 97 3031 94 3132 92 3233 90 3334 88 3435 87 3536 86 3637 86 3738 85 3839 83 3940 82 4041 82 4142 81 4243 80 4344 79 4445 78 4546 77 4647 75 4748 74 4849 73 4950 72 5051 71 5152 70 5253 70 5354 69 5455 68 5556 66 5657 65 5758 64 5859 63 5960 61 6061 59 6162 57 6263 55 6364 53 6465 51 6566 48 6667 46 6768 44 6869 41 6970 39 7071 37 7172 36 7273 34 7374 33 7475 31 7576 30 7677 28 7778 27 7879 25 7980 24 8081 23 8182 22 8283 21 8384 20 8485 18 8586 17 8687 15 8788 14 8889 12 8990 11 9091 10 9192 8 9293 7 9394 6 9495 4 9596 3 9697 2 9798 1
0860568fe5,1 25 102 25 203 25 304 25 405 25 506 25 607 25 708 25 809 25 910 25 1011 24 1112 24 1213 24 1314 24 1415 24 1516 24 1617 24 1718 25 1819 25 1920 25 2021 25 2122 25 2223 24 2324 24 2425 25 2526 25 2627 25 2728 25 2829 26 2930 26 3031 27 3132 28 3233 28 3334 29 3435 29 3536 30 3637 30 3738 30 3839 31 3940 31 4041 31 4142 31 4243 31 4344 32 4445 32 4546 33 4647 33 4748 34 4849 34 4950 33 5051 33 5152 33 5253 32 5354 32 5455 31 5556 31 5657 31 5758 31 5859 32 5960 32 6061 32 6162 32 6263 32 6364 32 6465 32 6566 31 6667 31 6768 31 6869 31 6970 31 7071 31 7172 31 7273 31 7374 31 7475 31 7576 30 7677 30 7778 30 7879 29 7980 29 8081 28 8182 28 8283 27 8384 27 8485 26 8586 25 8687 24 8788 24 8889 23 8990 23 9091 22 9192 22 9293 23 9394 23 9495 24 9596 24 9697 24 9798 23 9899 23 10000 23 10101 24
c58edbac0a,
1dfdd132ca,3435 1 3536 3 3637 5 3738 5 3839 6 3940 6 4041 6 4142 6 4243 6 4344 6 4445 7 4546 7 4647 7 4748 7 4849 7 4950 8 5051 8 5152 8 5253 8 5354 9 5455 9 5556 9 5657 9 5758 10 5859 10 5960 10 6061 10 6162 11 6263 11 6364 11 6465 11 6566 12 6667 12 6768 13 6869 13 6970 13 7071 14 7172 14 7273 14 7374 14 7475 15 7576 15 7677 15 7778 15 7879 14 7980 14 8081 14 8182 14 8283 14 8384 14 8485 14 8586 14 8687 14 8788 14 8889 15 8990 15 9091 15 9192 15 9293 15 9394 15 9495 15 9596 15 9697 15 9798 15 9899 15 10000 15 10101 16
258838cb73,61 41 162 41 262 42 363 42 463 43 564 43 664 42 765 41 865 41 965 41 1066 40 1166 39 1267 38 1367 37 1468 36 1568 35 1669 34 1769 33 1869 33 1970 31 2070 30 2170 30 2269 30 2369 29 2469 29 2569 28 2669 28 2769 28 2869 27 2968 28 3068 28 3168 28 3268 28 3368 29 3468 29 3567 30 3667 30 3766 32 3866 32 3966 32 4065 34 4165 34 4264 36 4364 36 4463 37 4563 38 4663 38 4763 38 4863 39 4963 39 5063 39 5164 39 5264 39 5365 38 5465 38 5566 37 5666 37 5767 37 5867 37 5968 36 6068 36 6168 36 6269 35 6369 35 6468 36 6566 39 6667 38 6768 37 6869 36 6970 35 7071 34 7172 34 7273 32 7374 31 7475 29 7576 28 7677 26 7778 24 7879 23 7980 21 8081 19 8182 18 8283 16 8384 15 8485 14 8586 13 8687 13 8788 12 8889 11 8990 10 9091 10 9192 9 9293 8 9394 7 9495 6 9596 4 9697 2 9798 1
ebb000af78,18 84 118 85 219 85 320 85 420 86 521 86 621 87 722 87 823 87 924 87 1024 88 1125 88 1225 89 1326 89 1426 90 1527 90 1629 89 1730 87 1832 85 1933 84 2035 82 2136 81 2238 79 2339 78 2441 76 2544 73 2646 72 2749 69 2852 66 2955 63 3057 61 3160 58 3262 56 3365 53 3467 52 3569 50 3672 48 3774 46 3876 45 3979 42 4081 41 4183 39 4285 38 4388 36 4490 34 4593 32 4695 31 4798 29 4900 28 5002 27 5104 26 5207 24 5309 24 5411 23 5513 22 5614 21 5715 21 5817 20 5918 19 6019 19 6120 18 6220 19 6321 18 6422 17 6522 18 6623 17 6723 17 6824 17 6924 17 7025 17 7126 17 7226 17 7327 17 7427 18 7527 19 7627 20 7727 20 7827 21 7927 22 8027 22 8127 23 8226 24 8323 27 8400 9 8418 33 8499 52 8597 55 8697 56 8796 57 8895 59 8994 61 9092 64 9192 65 9293 65 9394 64 9495 64 9596 64 9697 64 9798 63 9899 63 10000 62 10101 62
b42b881141,1 15 102 14 203 14 304 14 405 13 506 13 607 12 708 11 809 11 910 10 1011 9 1112 8 1213 8 1314 7 1415 6 1516 6 1617 5 1718 4 1819 3 1920 2 2021 2 2122 1 6061 1 6162 3 6263 4 6364 6 6465 8 6566 11 6667 14 6768 42 6869 47 6970 52 7071 57 7172 62 7273 67 7374 70 7475 74 7576 78 7673 2529
a1ee362660,4344 16 4445 19 4546 21 4647 29 4748 32 4849 34 4950 34 5051 35 5152 36 5253 37 5354 39 5455 40 5556 41 5657 42 5758 43 5859 44 5960 45 6061 46 6162 47 6263 48 6364 48 6465 49 6566 50 6667 50 6768 51 6869 52 6970 53 7071 53 7172 54 7273 55 7374 55 7475 56 7576 57 7677 58 7778 59 7879 60 7980 61 8081 62 8182 63 8283 65 8384 66 8485 67 8586 69 8687 70 8788 72 8889 73 8990 75 9091 76 9192 77 9293 79 9394 80 9495 81 9596 82 9697 83 9798 84 9899 85 10000 85 10101 86
506313852a,8 90 108 90 209 90 309 91 408 93 507 95 607 96 708 96 809 96 910 96 1011 96 1112 96 1213 96 1314 96 1415 96 1516 96 1617 97 1718 97 1819 97 1920 97 2021 97 2122 97 2223 97 2324 97 2425 97 2526 97 2627 98 2728 98 2829 98 2930 98 3031 99 3132 99 3233 100 3334 6868
25b1cfb30c,
2191c9ab21,69 33 169 34 269 35 370 35 470 36 571 36 672 36 774 35 876 34 977 34 1079 33 1180 33 1281 33 1383 32 1484 32 1585 32 1687 31 1788 31 1890 30 1991 30 2092 30 2193 30 2294 30 2396 29 2498 28 2599 28 2701 27 2802 27 2903 27 3004 27 3106 26 3207 26 3308 26 3409 26 3510 26 3611 26 3712 26 3814 25 3915 25 4016 25 4118 24 4219 24 4320 24 4421 24 4522 24 4623 24 4724 24 4824 25 4925 25 5026 25 5126 26 5227 26 5328 26 5429 26 5530 26 5631 26 5731 27 5832 27 5933 27 6034 27 6135 27 6236 27 6336 28 6437 28 6538 28 6638 29 6738 30 6839 30 6939 31 7040 31 7140 32 7241 32 7341 33 7442 33 7542 34 7643 34 7744 34 7844 35 7945 35 8046 35 8147 35 8247 36 8348 36 8449 36 8550 36 8650 37 8751 37 8852 37 8953 37 9054 37 9154 38 9256 37 9357 37 9458 37 9559 37 9661 36 9762 36 9863 36 9964 36 10065 36 10166 36
3136a81ab1,45 57 146 57 246 58 347 58 448 58 550 57 651 57 753 56 854 56 956 55 1057 55 1158 55 1260 54 1362 53 1464 52 1566 51 1668 50 1769 50 1870 50 1971 50 2073 49 2174 49 2276 48 2377 48 2478 48 2580 47 2681 47 2783 46 2885 45 2986 45 3088 44 3189 44 3290 44 3392 43 3493 43 3594 43 3696 42 3798 41 3900 40 4001 40 4102 40 4202 41 4303 41 4403 42 4504 42 4605 42 4707 41 4809 40 4911 39 5011 40 5112 40 5213 40 5313 41 5414 41 5514 42 5615 42 5716 42 5817 42 5918 42 6018 43 6119 43 6220 43 6321 43 6422 43 6524 42 6625 42 6727 41 6828 41 6930 40 7032 39 7134 38 7235 38 7337 37 7439 36 7541 35 7643 34 7745 33 7847 32 7949 31 8050 31 8151 31 8252 31 8353 31 8454 31 8555 31 8657 30 8759 29 8861 28 8962 28 9063 28 9164 28 9265 28 9367 27 9468 27 9569 27 9670 27 9772 26 9873 26 9975 25 10076 25 10177 25
f82f19a681,1 20 102 20 203 20 304 20 405 20 506 20 607 21 708 21 809 21 910 22 1011 22 1112 22 1213 22 1314 22 1415 22 1516 22 1617 22 1718 22 1819 22 1920 22 2021 21 2122 21 2223 20 2324 19 2425 18 2526 18 2627 17 2728 16 2829 16 2930 15 3031 14 3132 14 3233 13 3334 13 3435 13 3536 12 3637 12 3738 11 3839 11 3940 11 4041 11 4142 11 4243 11 4344 11 4445 11 4546 11 4647 11 4748 12 4849 12 4950 12 5051 12 5152 12 5253 12 5354 12 5455 12 5556 13 5657 13 5758 12 5859 12 5960 12 6061 12 6162 12 6263 12 6364 12 6465 12 6566 12 6667 11 6768 11 6869 11 6970 11 7071 12 7172 13 7273 13 7374 13 7475 13 7576 14 7678 13 7780 12 7881 13 7983 12 8084 12 8186 11 8288 11 8390 10 8491 10 8592 10 8693 11 8794 11 8895 11 8996 11 9097 11 9198 11 9299 11 9400 11 9500 12 9601 11 9702 11 9804 9 9905 8 10006 8 10101 1 10106 7
2ad1ace6a6,1 86 102 87 203 88 304 88 405 88 506 87 607 86 708 85 809 84 910 83 1011 82 1112 81 1213 79 1314 78 1415 77 1516 75 1617 74 1718 73 1819 72 1920 71 2021 71 2122 70 2223 70 2324 69 2425 68 2526 68 2627 67 2728 67 2829 67 2930 67 3031 68 3132 68 3233 69 3334 70 3435 71 3536 74 3637 77 3738 81 3839 84 3940 85 4041 86 4142 86 4243 85 4344 84 4445 83 4546 82 4647 81 4748 79 4849 77 4950 76 5051 74 5152 72 5253 71 5354 69 5455 68 5556 66 5657 65 5758 64 5859 63 5960 63 6061 62 6162 61 6263 61 6364 60 6465 59 6566 59 6667 58 6768 57 6869 56 6970 56 7071 55 7172 55 7273 54 7374 54 7475 53 7576 53 7677 52 7778 51 7879 50 7980 50 8081 49 8182 49 8283 48 8384 48 8485 47 8586 47 8687 47 8788 46 8889 45 8990 45 9091 44 9192 43 9293 42 9394 41 9495 40 9596 38 9697 36 9798 34 9899 33 10000 32 10101 31
9132b8b239,
0854a2336d,
6b0f472ce3,
f26293e80c,
937f1253a0,5341 13 5434 21 5531 25 5628 29 5724 34 5821 38 5919 41 6016 45 6114 48 6211 52 6307 57 6404 61 6502 64 6598 69 6695 73 6793 76 6891 79 6990 81 7089 83 7189 84 7287 87 7386 89 7485 91 7585 92 7685 93 7785 94 7885 95 7985 96 8085 97 8186 97 8286 98 8385 1817
c9bd75f14e,
ec5f9c51f9,8277 6 8373 11 8468 17 8563 23 8657 30 8750 38 8844 45 8938 52 9033 58 9124 68 9218 75 9314 80 9409 86 9503 699
40ca4c4ff2,25 21 126 21 228 20 329 20 430 20 531 19 632 19 733 19 835 17 936 17 1037 17 1138 17 1239 17 1341 16 1442 16 1543 16 1644 16 1746 15 1847 15 1948 16 2050 15 2151 15 2252 16 2354 15 2455 16 2556 16 2657 16 2759 16 2860 16 2961 17 3062 18 3164 17 3265 18 3366 19 3468 19 3570 20 3671 22 3773 24 3874 27 3976 29 4077 31 4179 32 4281 32 4383 32 4486 32 4587 33 4689 34 4790 36 4891 37 4993 38 5095 38 5197 40 5299 41 5400 43 5502 44 5603 45 5704 47 5805 48 5907 48 6008 50 6109 53 6210 53 6312 52 6413 52 6514 52 6615 52 6717 51 6818 51 6919 51 7020 51 7121 51 7222 51 7323 51 7425 50 7526 50 7627 50 7728 50 7829 50 7930 50 8031 50 8133 49 8234 49 8335 49 8436 49 8537 49 8638 49 8739 49 8840 49 8942 48 9043 48 9144 48 9245 48 9346 48 9447 48 9548 48 9650 47 9751 47 9852 47 9953 47 10054 47 10155 47
426cec9dd2,
dfab2c098a,
c5cc962173,1327 64 1423 83 1516 97 1617 8585
a713287800,
8cd406ddbd,1213 7 1314 11 1415 15 1516 22 1617 28 1718 35 1819 65 1900 1 1920 8282
7d35569f4b,
a52470ae8e,
69d4d52bb3,
5394f6a4e9,
a4a75dd824,
36febb2cf5,
db17867b19,
b9f6826cda,9 93 110 93 212 92 313 92 415 91 516 91 617 91 719 90 820 90 921 90 1022 90 1123 90 1224 90 1325 90 1426 90 1527 90 1628 90 1729 90 1830 90 1932 89 2033 89 2135 88 2236 88 2338 87 2440 86 2542 85 2644 84 2746 83 2848 82 2950 81 3051 81 3153 80 3255 79 3357 78 3459 77 3561 76 3663 75 3765 74 3867 73 3969 72 4071 71 4173 70 4275 69 4377 68 4479 67 4581 66 4683 65 4786 63 4889 61 4991 60 5094 58 5197 56 5299 55 5401 54 5504 52 5606 51 5708 50 5811 48 5913 47 6015 46 6117 45 6219 44 6322 42 6424 41 6527 39 6629 38 6731 37 6833 36 6935 35 7037 34 7138 34 7240 33 7342 32 7443 32 7545 31 7646 31 7748 30 7850 29 7952 28 8054 27 8155 27 8257 26 8358 26 8460 25 8561 25 8663 24 8764 24 8865 24 8967 23 9068 23 9170 22 9271 22 9372 22 9473 22 9575 21 9676 21 9777 21 9878 21 9979 21 10080 21 10181 21
111eb1d764,1 808 811 99 915 96 1019 93 1124 89 1230 84 1336 79 1443 73 1548 4 1560 57 1664 54 1767 52 1870 50 1973 48 2076 46 2180 43 2287 37 2391 34 2494 32 2597 30 2700 28 2803 26 2906 24 3010 21 3115 17 3224 9 3326 8 3428 7 3531 5 3635 2 4138 4 4237 6 4337 7 4437 8 4537 9 4638 9 4740 8 4842 7 4944 6 5047 4 5150 2
6fbf6c40cd,4848 1 4946 4 5044 7 5143 9 5242 11 5341 13 5439 16 5539 17 5638 19 5738 20 5838 21 5939 21 6039 22 6139 23 6239 24 6340 24 6440 25 6541 25 6642 25 6743 25 6844 25 6945 25 7046 25 7147 25 7248 25 7349 25 7450 25 7550 26 7651 26 7751 27 7852 27 7952 28 8052 29 8153 29 8253 30 8354 30 8454 31 8555 31 8655 32 8756 32 8856 33 8957 33 9058 33 9158 34 9259 34 9360 34 9461 34 9562 34 9663 34 9764 34 9865 34 9967 33 10068 33 10169 33
cc52462e9d,9394 1 9495 3 9596 4 9697 6 9798 7 9899 9 10000 10 10101 11
c9094061c7,
b0beff63b4,
f83ff82a40,6251 7 6346 18 6443 22 6537 29 6630 37 6726 42 6821 48 6917 53 7016 55 7115 57 7213 60 7309 65 7396 79 7495 81 7595 82 7693 85 7791 88 7889 91 7987 94 8082 2120
46df24ee51,
d107a8e18e,2526 2 2627 8 2728 13 2829 16 2930 19 3031 21 3132 24 3233 26 3334 28 3435 31 3536 33 3637 36 3738 38 3839 41 3940 43 4041 47 4142 53 4243 58 4344 61 4445 66 4546 72 4647 88 4748 95 4849 5353
2309b6b116,1729 3 1829 7 1929 10 2029 14 2129 17 2230 18 2330 19 2430 20 2526 25 2627 25 2728 26 2829 27 2930 30 3031 36 3139 35 3244 36 3347 37 3450 38 3554 37 3658 37 3759 39 3861 41 3962 46 4063 55 4165 58 4266 65 4366 79 4467 79 4567 80 4667 81 4768 81 4868 82 4969 82 5069 83 5170 83 5269 85 5368 87 5468 88 5568 89 5668 90 5767 92 5866 94 5966 95 6065 4137
531687f063,
5977523480,71 31 174 29 276 28 378 27 481 25 584 23 686 22 788 21 890 20 991 20 1092 20 1193 20 1294 20 1395 20 1497 19 1598 19 1699 19 1799 20 1900 20 2001 20 2101 21 2202 21 2302 22 2403 22 2504 22 2604 23 2705 23 2805 24 2906 24 3006 25 3107 25 3208 25 3308 26 3409 26 3510 26 3611 26 3711 27 3812 27 3913 27 4014 27 4115 27 4217 26 4319 25 4420 25 4522 24 4623 24 4724 24 4826 23 4928 22 5029 22 5131 21 5233 20 5335 19 5437 18 5539 17 5641 16 5743 15 5845 14 5947 13 6050 11 6152 10 6255 8 6357 7 6460 5 6562 4 6664 3 6767 1
ce48548fa6,
f369ff14ab,5059 16 5128 3 5152 91 5253 98 5354 4848
f876ebe60b,94 8 195 8 297 7 398 7 500 6 602 5 703 5 805 4 907 3 1009 2 1110 2
1d2e024c1f,
4d163fda07,1109 3 1195 18 1288 26 1382 33 1480 36 1578 39 1677 41 1777 42 1876 44 1976 45 2076 46 2177 46 2277 47 2378 47 2478 48 2579 48 2679 49 2779 50 2879 51 2979 52 3079 53 3180 53 3280 54 3381 54 3482 54 3582 55 3683 55 3784 55 3885 55 3986 55 4086 56 4187 56 4288 56 4389 56 4491 55 4591 56 4692 56 4793 56 4894 56 4996 55 5097 55 5199 54 5300 54 5401 54 5502 54 5603 54 5704 54 5805 54 5907 53 6008 53 6109 53 6210 53 6311 53 6412 53 6513 53 6614 53 6715 53 6817 52 6918 52 7019 52 7121 51 7223 50 7324 50 7426 49 7528 48 7630 47 7731 47 7833 46 7934 46 8035 46 8136 46 8238 45 8340 44 8442 43 8543 43 8645 42 8746 42 8848 41 8949 41 9050 41 9151 41 9252 41 9353 41 9454 41 9555 41 9656 41 9757 41 9858 41 9959 41 10060 41 10161 41
8b4306b0b7,1 3 102 3 203 2 304 1 1696 1 1769 8 1792 10 1868 19 1892 20 1967 23 1991 23 2059 58 2157 64 2257 65 2356 69 2456 72 2556 76 2642 7 2656 80 2739 7463
e15d1d1c7d,
20dd6bc2ff,1 2121 2124 99 2228 96 2331 94 2435 91 2540 87 2643 85 2745 84 2848 82 2951 80 3053 79 3156 77 3259 75 3361 74 3464 72 3567 70 3669 69 3772 67 3874 66 3977 64 4080 62 4182 61 4284 60 4385 60 4487 59 4588 59 4690 58 4792 57 4895 55 4997 54 5098 54 5199 54 5300 54 5400 55 5500 56 5599 58 5699 59 5800 59 5902 58 6004 57 6105 57 6207 56 6310 54 6414 51 6518 48 6622 45 6725 43 6828 41 6932 38 7035 36 7139 33 7242 31 7346 28 7449 26 7552 24 7654 23 7755 23 7857 22 7958 22 8059 22 8161 21 8263 20 8365 19 8467 18 8569 17 8670 17 8771 17 8872 17 8973 17 9075 16 9178 14 9282 11 9386 8 9492 3
45d1bb9fb2,4444 1 4544 2 4644 3 4745 3 4845 4 4946 4 5046 5 5147 5 5247 6 5348 6 5449 6 5550 6 5652 5 5753 5 5855 4 5955 5 6056 5 6157 5 6257 6 6358 6 6459 6 6559 7 6660 7 6760 8 6861 8 6961 9 7061 10 7162 10 7262 11 7362 12 7463 12 7563 13 7663 14 7763 15 7863 16 7964 16 8064 17 8164 18 8265 18 8366 18 8466 19 8567 19 8668 19 8769 19 8871 18 8972 18 9073 18 9174 18 9276 17 9377 17 9480 15 9583 13 9685 12 9787 11 9888 11 9989 11 10090 11 10191 11
a67fe36ac3,
8a588ad1c0,
c5ef2c8428,
6e05b60c72,71 31 173 30 274 30 376 29 478 28 580 27 681 27 783 26 884 26 985 26 1087 25 1188 25 1290 24 1391 24 1493 23 1594 23 1695 23 1796 23 1897 23 1998 23 2099 23 2201 22 2302 22 2403 22 2504 22 2606 21 2707 21 2809 20 2911 19 3013 18 3115 17 3217 16 3318 16 3420 15 3521 15 3622 15 3723 15 3824 15 3925 15 4026 15 4127 15 4228 15 4329 15 4430 15 4531 15 4632 15 4733 15 4833 16 4934 16 5034 17 5134 18 5234 19 5335 19 5435 20 5536 20 5636 21 5737 21 5838 21 5939 21 6039 22 6140 22 6240 23 6341 23 6441 24 6541 25 6641 26 6741 27 6841 28 6940 30 7041 30 7141 31 7241 32 7341 33 7441 34 7541 35 7642 35 7743 35 7843 36 7944 36 8045 36 8145 37 8245 38 8345 39 8445 40 8545 41 8645 42 8745 43 8845 44 8945 45 9046 45 9146 46 9246 47 9346 48 9446 49 9546 50 9647 50 9747 51 9847 52 9947 53 10048 53 10149 53
f1716e0716,7172 2 7273 3 7374 3 7475 4 7576 5 7677 5 7778 6 7879 6 7980 7 8081 8 8182 9 8283 9 8384 10 8485 11 8586 12 8687 13 8788 14 8889 14 8990 15 9091 16 9192 17 9293 18 9394 19 9495 20 9596 20 9697 20 9798 21 9899 22 10000 22 10101 23
598d720228,
cc30dc52ee,1 50 102 50 203 50 304 49 405 48 506 48 607 47 708 46 809 46 910 46 1011 45 1112 45 1213 45 1314 45 1415 44 1516 44 1617 44 1718 44 1819 43 1920 43 2021 43 2122 42 2223 43 2324 43 2425 44 2526 45 2627 45 2728 45 2829 45 2930 45 3031 45 3132 45 3233 45 3334 45 3435 45 3536 44 3637 44 3738 43 3839 42 3940 41 4041 40 4142 39 4243 39 4344 39 4445 38 4546 39 4647 39 4748 39 4849 39 4950 39 5051 39 5152 39 5253 39 5354 39 5455 38 5556 38 5657 37 5758 37 5859 36 5960 35 6061 35 6162 34 6263 34 6364 33 6465 32 6566 31 6667 29 6768 26 6869 23 6970 19 7071 14 7172 10 7273 8 7374 6 7475 5 7576 5 7677 4 7778 4 7879 3 7980 3 8081 2 8182 1 8283 1
6c72d0dfd0,
ca3bf7b634,1 8177 8182 94 8283 92 8384 90 8485 88 8586 84 8687 80 8788 75 8889 70 8990 65 9091 57 9192 52 9293 45 9394 37 9495 32 9596 25 9697 18 9798 11 9899 4
bc09c0039c,
3b88cf99b3,
4efbd07c56,
fc1292d85d,
d6ad336745,1 54 102 54 203 54 304 54 405 53 506 53 607 52 708 50 809 48 910 47 1011 45 1112 43 1213 42 1314 40 1415 39 1516 37 1617 36 1718 36 1819 35 1920 34 2021 34 2122 33 2223 32 2324 32 2425 31 2526 30 2627 30 2728 29 2829 29 2930 29 3031 28 3132 28 3233 27 3334 27 3435 26 3536 25 3637 24 3738 24 3839 23 3940 22 4041 22 4142 22 4243 22 4344 22 4445 22 4546 23 4647 24 4748 24 4849 24 4950 24 5051 22 5152 20 5253 17 5354 15 5455 14 5556 14 5657 14 5758 18 5859 21 5960 22 6061 22 6162 21 6263 20 6364 20 6465 19 6566 19 6667 19 6768 19 6869 19 6970 19 7071 19 7172 19 7273 19 7374 19 7475 19 7576 18 7677 18 7778 17 7879 17 7980 17 8081 16 8182 15 8283 15 8384 14 8485 14 8586 13 8687 13 8788 13 8889 12 8990 12 9091 11 9192 10 9293 9 9394 8 9495 7 9596 7 9697 6 9798 5 9899 4 10000 3 10101 3
d3e4630469,
30e2d59d62,7182 5 7282 13 7383 21 7485 26 7587 31 7689 36 7763 15 7789 90 7890 90 7991 90 8092 90 8193 90 8294 90 8395 90 8496 90 8597 90 8699 89 8800 89 8900 90 9000 91 9101 91 9201 92 9301 93 9401 94 9501 95 9602 95 9702 96 9804 95 9905 95 10006 95 10108 94
