id,rle_mask
fced196fe6,1 18 102 17 203 17 304 16 405 15 506 14 607 12 708 11 809 9 910 8 1011 7 1112 6 1213 5 1314 5 1415 5 1516 5 1617 4 1718 4 1819 4 1920 4 2021 3 2122 3 2223 2 7576 2 7677 3 7778 4 7879 5 7980 5 8081 6 8182 6 8283 7 8384 7 8485 7 8586 8 8687 8 8788 7 8889 8 8990 8 9091 8 9192 8 9293 8 9394 9 9495 9 9596 10 9697 11 9798 11 9899 12 10000 12 10101 12
9a704ae142,
35493007b0,
5b807c2235,90 12 175 28 271 33 369 36 467 39 564 43 662 46 746 2 759 50 842 68 939 72 1030 82 1125 5340 6468 98 6574 93 6683 85 6789 80 6894 76 7003 68 7108 64 7214 59 7324 50 7428 47 7541 35 7649 28 7754 24 7858 21 7963 17 8067 14 8169 13 8272 11 8376 8 8479 6 8582 4 8685 2
fc7926f05e,
099b96c480,1 38 102 35 203 31 304 25 405 11 8884 5 8974 16 9066 25 9161 31 9256 37 9351 43 9446 49 9541 55 9635 62 9731 67 9827 72 9923 77 10019 82 10115 87
d934a53d9b,2775 6 2874 9 2974 11 3074 13 3175 14 3275 15 3376 16 3476 17 3577 18 3678 18 3778 20 3878 21 3978 23 4078 24 4177 27 4275 30 4374 32 4473 34 4573 36 4674 36 4774 37 4874 38 4975 38 5075 39 5175 40 5276 40 5376 42 5477 42 5578 42 5679 43 5780 43 5882 42 5983 43 6084 43 6186 42 6287 42 6389 41 6490 41 6591 40 6692 40 6793 40 6894 39 6995 39 7096 38 7197 36 7298 35 7400 33 7502 32 7604 31 7706 29 7808 28 7909 28 8010 28 8111 28 8212 28 8313 28 8413 29 8514 29 8615 29 8716 29 8818 28 8919 28 9021 26 9123 25 9224 25 9326 24 9427 23 9528 23 9629 22 9730 21 9831 20 9932 20 10032 20 10133 20
3cb4906b6e,
278c81f164,
12e44aaf72,
19dfee3fcd,3839 1 3940 2 4041 4 4142 5 4243 7 4344 10 4445 12 4546 14 4647 17 4745 30 4841 44 4933 66 5024 5178
d12e6ed617,53 49 153 50 251 53 347 58 445 61 542 65 639 69 737 72 834 76 930 81 1027 85 1124 89 1221 93 1317 1612 2930 97 3031 95 3132 93 3233 91 3334 90 3435 89 3536 89 3637 88 3738 87 3839 86 3940 85 4041 84 4142 83 4243 83 4344 82 4445 80 4546 79 4647 77 4748 75 4849 73 4950 72 5051 72 5152 71 5253 70 5354 70 5455 69 5556 68 5657 66 5758 65 5859 64 5960 62 6061 61 6162 59 6263 56 6364 54 6465 51 6566 48 6667 45 6768 43 6869 41 6970 39 7071 37 7172 36 7273 34 7374 33 7475 31 7576 30 7677 28 7778 27 7879 26 7980 25 8081 24 8182 23 8283 22 8384 20 8485 18 8586 17 8687 15 8788 14 8889 13 8990 12 9091 10 9192 9 9293 7 9394 6 9495 5 9596 4 9697 3 9798 1
0860568fe5,1 38 102 38 203 38 304 38 405 38 506 38 607 38 708 38 809 36 910 34 1011 33 1112 32 1213 32 1314 31 1415 31 1516 32 1617 32 1718 33 1819 33 1920 34 2021 34 2122 35 2223 35 2324 35 2425 35 2526 35 2627 34 2728 34 2829 34 2930 34 3031 34 3132 34 3233 35 3334 35 3435 35 3536 36 3637 36 3738 37 3839 37 3940 38 4041 39 4142 40 4243 41 4344 42 4445 43 4546 44 4647 45 4748 46 4849 46 4950 47 5051 48 5152 49 5253 49 5354 50 5455 51 5556 51 5657 51 5758 51 5859 51 5960 52 6061 52 6162 52 6263 52 6364 52 6465 52 6566 52 6667 52 6768 52 6869 52 6970 52 7071 52 7172 52 7273 52 7374 52 7475 51 7576 51 7677 50 7778 49 7879 49 7980 48 8081 47 8182 46 8283 45 8384 44 8485 43 8586 41 8687 38 8788 36 8889 34 8990 33 9091 32 9192 31 9293 30 9394 30 9495 30 9596 29 9697 29 9798 28 9899 28 10000 27 10101 27
c58edbac0a,
1dfdd132ca,2425 1 2526 2 2627 2 2728 3 2829 3 2930 3 3031 3 3132 4 3233 4 3334 4 3435 5 3536 5 3637 6 3738 7 3839 7 3940 7 4041 7 4142 8 4243 8 4344 8 4445 9 4546 9 4647 9 4748 10 4849 10 4950 10 5051 11 5152 11 5253 12 5354 12 5455 12 5556 12 5657 12 5758 12 5859 12 5960 12 6061 12 6162 12 6263 13 6364 13 6465 13 6566 14 6667 14 6768 14 6869 14 6970 15 7071 15 7172 15 7273 15 7374 15 7475 15 7576 15 7677 15 7778 15 7879 15 7980 14 8081 14 8182 14 8283 14 8384 14 8485 14 8586 14 8687 14 8788 14 8889 14 8990 14 9091 14 9192 15 9293 15 9394 15 9495 15 9596 15 9697 15 9798 15 9899 16 10000 16 10101 16
258838cb73,61 41 162 41 263 41 364 41 465 41 565 42 666 42 766 42 867 40 967 40 1067 39 1167 39 1267 39 1368 37 1468 36 1568 36 1669 34 1769 33 1869 33 1969 32 2069 32 2169 31 2269 30 2369 30 2469 29 2569 28 2670 27 2770 27 2870 27 2970 27 3070 27 3170 28 3270 29 3370 29 3470 30 3570 30 3670 31 3769 32 3868 34 3967 35 4066 37 4165 38 4264 39 4364 39 4463 41 4563 41 4663 42 4763 42 4863 42 4964 41 5065 40 5166 39 5266 39 5367 38 5467 38 5566 39 5666 39 5766 39 5866 39 5966 39 6066 39 6165 40 6264 41 6364 41 6465 40 6566 39 6667 38 6768 37 6869 36 6970 35 7071 34 7172 33 7273 33 7374 32 7475 31 7576 29 7677 28 7778 26 7879 25 7980 23 8081 21 8182 20 8283 18 8384 17 8485 16 8586 15 8687 14 8788 13 8889 12 8990 11 9091 11 9192 10 9293 9 9394 8 9495 7 9596 6 9697 5 9798 3 9899 2 10000 1
ebb000af78,18 84 119 84 219 85 320 85 420 86 521 86 622 86 722 87 823 87 924 87 1024 88 1124 89 1225 89 1325 90 1425 91 1526 91 1627 91 1728 90 1830 88 1931 87 2033 85 2134 84 2236 82 2338 80 2440 78 2542 76 2645 73 2748 70 2851 67 2955 63 3058 60 3161 57 3263 56 3365 54 3467 53 3570 50 3672 49 3774 47 3876 46 3979 44 4081 42 4183 41 4285 40 4387 39 4490 37 4592 36 4695 34 4799 30 4902 28 5004 27 5106 26 5209 24 5311 22 5413 21 5515 20 5616 20 5717 20 5819 18 5920 18 6021 17 6122 17 6223 16 6325 15 6426 14 6527 13 6628 13 6728 13 6829 12 6929 13 7030 13 7130 14 7230 14 7330 15 7429 17 7529 18 7628 20 7728 21 7828 21 7927 23 8027 23 8126 25 8200 8 8214 37 8299 52 8399 52 8497 55 8597 55 8696 57 8795 59 8895 60 8994 62 9092 64 9192 65 9293 65 9394 65 9495 65 9596 65 9697 64 9798 64 9899 63 10000 63 10101 63
b42b881141,1 15 102 15 203 14 304 14 405 13 506 13 607 12 708 12 809 11 910 10 1011 10 1112 9 1213 8 1314 8 1415 7 1516 6 1617 5 1718 4 1819 4 1920 3 2021 2 2122 1 5960 1 6061 3 6162 5 6263 7 6364 9 6465 11 6566 13 6667 17 6686 10 6768 42 6869 50 6970 54 7071 57 7172 60 7273 64 7374 68 7475 73 7572 81 7669 2533
a1ee362660,4352 3 4445 18 4546 21 4647 25 4748 30 4849 33 4950 35 5051 37 5152 38 5253 39 5354 40 5455 41 5556 42 5657 43 5758 44 5859 45 5960 46 6061 47 6162 47 6263 48 6364 48 6465 49 6566 50 6667 50 6768 51 6869 51 6970 52 7071 53 7172 54 7273 56 7374 56 7475 57 7576 58 7677 59 7778 60 7879 61 7980 62 8081 63 8182 63 8283 64 8384 65 8485 66 8586 67 8687 69 8788 70 8889 72 8990 73 9091 74 9192 76 9293 77 9394 78 9495 79 9596 81 9697 86 9798 88 9899 90 10000 90 10101 91
506313852a,9 89 109 90 209 91 309 92 409 93 508 95 607 97 708 97 809 97 910 97 1011 97 1112 97 1213 97 1314 97 1415 97 1516 97 1617 97 1718 97 1819 98 1920 98 2021 98 2122 98 2223 98 2324 98 2425 98 2526 98 2627 98 2728 99 2829 99 2930 99 3031 100 3132 7070
25b1cfb30c,
2191c9ab21,69 33 169 34 270 34 370 35 470 36 571 36 672 36 774 35 876 34 978 33 1079 33 1181 32 1282 32 1383 32 1484 32 1586 31 1687 31 1789 30 1890 30 1991 30 2092 30 2193 30 2295 29 2396 29 2498 28 2599 28 2701 27 2802 27 2903 27 3005 26 3106 26 3207 26 3308 26 3410 25 3511 25 3612 25 3712 26 3814 25 3915 25 4016 25 4117 25 4218 25 4319 25 4421 24 4522 24 4623 24 4723 25 4824 25 4925 25 5025 26 5126 26 5227 26 5328 26 5429 26 5530 26 5631 26 5731 27 5832 27 5933 27 6034 27 6135 27 6235 28 6336 28 6437 28 6538 28 6638 29 6738 30 6839 30 6940 30 7040 31 7141 31 7241 32 7342 32 7442 33 7543 33 7643 34 7744 34 7845 34 7945 35 8046 35 8147 35 8247 36 8348 36 8449 36 8550 36 8651 36 8751 37 8852 37 8953 37 9054 37 9155 37 9256 37 9357 37 9458 37 9559 37 9661 36 9762 36 9863 36 9964 36 10065 36 10166 36
3136a81ab1,45 57 145 58 246 58 347 58 448 58 550 57 651 57 753 56 854 56 956 55 1057 55 1158 55 1259 55 1362 53 1464 52 1566 51 1667 51 1769 50 1870 50 1971 50 2073 49 2174 49 2276 48 2377 48 2478 48 2580 47 2681 47 2783 46 2884 46 2986 45 3087 45 3189 44 3290 44 3392 43 3493 43 3594 43 3696 42 3798 41 3900 40 4001 40 4102 40 4202 41 4303 41 4403 42 4504 42 4605 42 4708 40 4809 40 4911 39 5012 39 5112 40 5213 40 5313 41 5414 41 5515 41 5615 42 5716 42 5817 42 5918 42 6018 43 6119 43 6220 43 6321 43 6422 43 6524 42 6625 42 6727 41 6828 41 6930 40 7032 39 7134 38 7236 37 7337 37 7439 36 7541 35 7643 34 7745 33 7847 32 7949 31 8050 31 8152 30 8253 30 8354 30 8454 31 8556 30 8657 30 8759 29 8861 28 8962 28 9064 27 9165 27 9266 27 9367 27 9469 26 9570 26 9671 26 9772 26 9873 26 9975 25 10076 25 10177 25
f82f19a681,1 22 102 22 203 22 304 22 405 22 506 22 607 22 708 22 809 23 910 23 1011 23 1112 23 1213 24 1314 24 1415 24 1516 24 1617 24 1718 24 1819 23 1920 23 2021 23 2122 22 2223 21 2324 20 2425 20 2526 19 2627 18 2728 17 2829 16 2930 15 3031 15 3132 14 3233 14 3334 14 3435 14 3536 13 3637 13 3738 13 3839 13 3940 13 4041 12 4142 12 4243 12 4344 12 4445 12 4546 13 4647 13 4748 13 4849 13 4950 13 5051 13 5152 13 5253 13 5354 13 5455 13 5556 13 5657 13 5758 13 5859 13 5960 13 6061 13 6162 12 6263 12 6364 12 6465 11 6566 11 6667 11 6768 11 6869 11 6970 11 7071 11 7172 12 7273 12 7374 12 7475 13 7576 13 7677 14 7778 14 7881 13 7983 12 8085 12 8187 11 8288 11 8390 10 8491 11 8592 11 8693 11 8794 12 8895 12 8996 12 9097 12 9197 13 9298 13 9399 13 9499 13 9598 15 9697 16 9798 16 9899 15 10000 15 10101 14
2ad1ace6a6,1 88 102 88 203 89 304 89 405 89 506 89 607 88 708 87 809 86 910 84 1011 83 1112 82 1213 80 1314 79 1415 78 1516 77 1617 76 1718 74 1819 73 1920 72 2021 71 2122 71 2223 70 2324 69 2425 69 2526 68 2627 68 2728 67 2829 68 2930 68 3031 68 3132 69 3233 69 3334 71 3435 72 3536 74 3637 76 3738 80 3839 83 3940 85 4041 85 4142 85 4243 84 4344 83 4445 82 4546 81 4647 80 4748 78 4849 77 4950 75 5051 73 5152 72 5253 70 5354 69 5455 68 5556 66 5657 65 5758 64 5859 63 5960 62 6061 61 6162 61 6263 60 6364 60 6465 59 6566 59 6667 58 6768 57 6869 57 6970 57 7071 56 7172 56 7273 55 7374 55 7475 54 7576 54 7677 53 7778 52 7879 51 7980 50 8081 50 8182 49 8283 49 8384 48 8485 48 8586 48 8687 48 8788 47 8889 46 8990 45 9091 44 9192 43 9293 42 9394 41 9495 40 9596 38 9697 36 9798 34 9899 33 10000 32 10101 31
9132b8b239,
0854a2336d,
6b0f472ce3,
f26293e80c,
937f1253a0,5341 13 5435 20 5531 25 5629 28 5725 33 5821 38 5919 41 6017 44 6114 48 6212 51 6309 55 6405 60 6502 64 6599 68 6696 72 6793 76 6891 79 6990 81 7090 82 7189 84 7288 86 7386 89 7486 90 7585 92 7685 93 7785 94 7885 95 7985 96 8086 96 8186 97 8286 98 8386 1816
c9bd75f14e,
ec5f9c51f9,8278 5 8373 11 8469 16 8562 24 8657 30 8750 38 8845 44 8939 51 9034 57 9123 69 9218 75 9313 81 9409 86 9501 701
40ca4c4ff2,25 22 126 22 227 21 329 20 430 20 531 20 633 19 734 19 835 18 937 17 1038 17 1139 16 1240 16 1341 16 1442 16 1543 16 1645 15 1746 15 1847 16 1948 16 2050 16 2151 16 2253 16 2354 16 2455 16 2557 16 2658 16 2759 16 2860 17 2961 17 3062 18 3164 18 3265 19 3367 20 3468 22 3570 23 3672 24 3773 26 3875 27 3977 28 4079 29 4181 30 4283 31 4385 31 4487 32 4588 34 4690 34 4791 36 4893 36 4994 39 5096 40 5198 42 5299 43 5401 44 5502 45 5603 46 5704 48 5806 48 5907 50 6008 52 6109 53 6211 52 6312 52 6413 52 6515 51 6616 51 6717 51 6818 51 6919 51 7020 51 7122 50 7223 50 7324 50 7425 50 7526 50 7627 50 7728 50 7829 50 7930 50 8032 49 8133 49 8234 49 8335 49 8436 49 8537 49 8638 49 8739 49 8840 49 8941 49 9042 49 9144 48 9245 48 9346 48 9447 48 9548 48 9649 48 9750 48 9852 47 9953 47 10054 47 10155 47
426cec9dd2,
dfab2c098a,
c5cc962173,1189 15 1284 25 1379 36 1472 44 1565 52 1661 57 1753 66 1835 91 1929 8273
a713287800,
8cd406ddbd,1112 2 1213 8 1314 12 1415 16 1516 24 1617 29 1718 36 1780 11 1819 49 1874 32 1917 8285
7d35569f4b,
a52470ae8e,
69d4d52bb3,
5394f6a4e9,
a4a75dd824,
36febb2cf5,
db17867b19,
b9f6826cda,9 93 110 93 212 92 313 92 415 91 516 91 617 91 719 90 820 90 921 90 1022 90 1123 90 1224 90 1325 90 1426 90 1528 89 1629 89 1730 89 1831 89 1932 89 2033 89 2135 88 2236 88 2338 87 2440 86 2542 85 2644 84 2746 83 2848 82 2950 81 3052 80 3153 80 3255 79 3357 78 3459 77 3561 76 3663 75 3765 74 3867 73 3969 72 4071 71 4173 70 4275 69 4377 68 4479 67 4581 66 4684 64 4786 63 4889 61 4991 60 5093 59 5196 57 5298 56 5401 54 5503 53 5605 52 5708 50 5811 48 5913 47 6015 46 6118 44 6220 43 6323 41 6425 40 6527 39 6629 38 6731 37 6833 36 6935 35 7037 34 7139 33 7240 33 7342 32 7444 31 7545 31 7647 30 7748 30 7850 29 7952 28 8053 28 8155 27 8257 26 8358 26 8460 25 8561 25 8663 24 8764 24 8866 23 8967 23 9068 23 9170 22 9271 22 9372 22 9473 22 9574 22 9676 21 9777 21 9878 21 9979 21 10080 21 10181 21
111eb1d764,1 909 913 98 1017 95 1122 91 1227 87 1333 82 1439 77 1543 74 1645 73 1746 73 1847 73 1948 73 2049 73 2146 77 2243 81 2342 83 2441 85 2541 87 2637 93 2734 202 2939 95 3041 91 3147 86 3249 85 3352 83 3456 3 3488 48 3593 44 3698 40 3805 34 3910 30 4014 27 4118 24 4222 21 4325 19 4429 16 4532 14 4634 13 4736 12 4838 11 4940 10 5042 9 5145 7 5248 5 5350 4 5453 2
6fbf6c40cd,4846 3 4944 6 5043 8 5142 10 5242 11 5342 12 5441 14 5540 16 5640 17 5739 19 5839 20 5940 20 6040 21 6140 22 6240 23 6341 23 6441 24 6542 24 6643 24 6744 24 6844 25 6945 25 7046 25 7147 25 7248 25 7349 25 7450 25 7550 26 7651 26 7751 27 7852 27 7952 28 8053 28 8153 29 8254 29 8354 30 8454 31 8555 31 8655 32 8756 32 8856 33 8957 33 9058 33 9158 34 9259 34 9360 34 9461 34 9562 34 9663 34 9764 34 9865 34 9966 34 10067 34 10168 34
cc52462e9d,9394 2 9495 4 9596 5 9697 7 9798 9 9899 10 10000 11 10101 12
c9094061c7,
b0beff63b4,
f83ff82a40,6559 1 6648 19 6739 29 6835 34 6915 3 6931 39 7014 57 7111 61 7200 73 7296 78 7395 80 7488 88 7588 89 7688 90 7788 91 7886 94 7983 2219
46df24ee51,
d107a8e18e,2627 7 2728 12 2829 16 2930 18 3031 19 3132 22 3233 24 3334 26 3435 28 3536 32 3637 36 3738 38 3839 41 3940 43 4041 48 4142 54 4243 58 4344 62 4445 66 4546 71 4647 88 4748 94 4849 5353
2309b6b116,1829 5 1928 10 2029 13 2130 15 2230 16 2330 18 2430 19 2529 21 2627 25 2728 26 2829 27 2930 30 3031 38 3137 39 3244 37 3347 38 3451 38 3555 37 3659 36 3761 38 3862 42 3964 46 4065 51 4166 56 4267 64 4367 78 4467 79 4567 80 4668 80 4768 81 4869 81 4969 82 5069 83 5170 83 5270 84 5369 86 5468 88 5568 89 5668 90 5768 91 5867 93 5966 95 6065 4137
531687f063,
5977523480,72 30 174 29 276 28 378 27 480 26 583 24 685 23 787 22 889 21 990 21 1091 21 1192 21 1293 21 1395 20 1496 20 1597 20 1698 20 1798 21 1899 21 1999 22 2100 22 2201 22 2301 23 2402 23 2503 23 2604 23 2704 24 2805 24 2905 25 3005 26 3106 26 3207 26 3308 26 3409 26 3509 27 3610 27 3711 27 3812 27 3913 27 4014 27 4115 27 4216 27 4318 26 4419 26 4521 25 4622 25 4724 24 4825 24 4927 23 5029 22 5131 21 5233 20 5335 19 5437 18 5539 17 5641 16 5743 15 5845 14 5948 12 6051 10 6153 9 6256 7 6358 6 6461 4 6563 3 6665 2
ce48548fa6,
f369ff14ab,5152 88 5253 4949
f876ebe60b,94 8 195 8 296 8 398 7 500 6 602 5 704 4 806 3 907 3 1009 2
1d2e024c1f,1819 2 1920 3 2021 9 2122 11 2223 12 2324 12 2425 13 2526 14 2627 15 2728 16 2829 16 2930 17 3031 18 3132 19 3233 19 3336 18 3437 19 3539 20 3641 20 3743 20 3845 20 3947 20 4049 20 4151 20 4253 20 4355 20 4458 19 4560 19 4662 19 4765 18 4867 18 4969 18 5071 18 5173 18 5275 19 5377 19 5478 20 5580 20 5681 21 5783 21 5884 22 5986 22 6088 22 6190 22 6293 21 6395 20 6497 20 6599 20 6701 20 6803 19 6905 19 7007 19 7109 18 7210 19 7312 19 7414 19 7516 18 7618 18 7720 18 7821 19 7923 18 8025 18 8127 18 8229 18 8331 18 8432 19 8534 19 8636 18 8737 19 8839 19 8941 18 9043 18 9145 18 9248 16 9350 16 9451 17 9553 16 9654 17 9756 16 9857 17 9958 18 10059 18 10161 18
4d163fda07,1110 2 1196 17 1287 27 1382 33 1480 36 1578 39 1677 41 1777 42 1877 43 1977 44 2077 45 2177 46 2278 46 2378 47 2478 48 2579 48 2679 49 2779 50 2879 51 2979 52 3080 52 3180 53 3281 53 3381 54 3482 54 3583 54 3684 54 3785 54 3885 55 3986 55 4087 55 4188 55 4289 55 4390 55 4491 55 4592 55 4693 55 4794 55 4895 55 4996 55 5098 54 5199 54 5300 54 5401 54 5502 54 5604 53 5705 53 5806 53 5907 53 6008 53 6109 53 6210 53 6311 53 6412 53 6513 53 6614 53 6716 52 6817 52 6919 51 7020 51 7121 51 7223 50 7325 49 7427 48 7528 48 7630 47 7731 47 7833 46 7934 46 8035 46 8137 45 8238 45 8340 44 8442 43 8544 42 8645 42 8747 41 8848 41 8949 41 9051 40 9152 40 9253 40 9354 40 9455 40 9555 41 9656 41 9757 41 9858 41 9959 41 10060 41 10161 41
8b4306b0b7,3435 1 3536 3 3637 5 3738 7 3839 9 3940 11 4041 13 4142 18 4243 23 4272 5 4344 37 4383 6 4393 6 4445 58 4546 63 4647 65 4748 68 4841 7 4849 5353
e15d1d1c7d,1 8282 8285 99 8388 5 8394 91 8497 89 8610 77 8714 74 8821 68 8924 66 9029 62 9139 53 9244 49 9349 45 9451 19 9472 12 9553 15 9576 7 9656 5
20dd6bc2ff,1 2121 2124 99 2228 96 2332 93 2436 90 2541 86 2643 85 2746 83 2849 81 2951 80 3054 78 3156 77 3259 75 3361 74 3464 72 3567 70 3670 68 3773 66 3875 65 3977 64 4079 63 4181 62 4283 61 4384 61 4486 60 4587 60 4690 58 4792 57 4895 55 4997 54 5098 54 5200 53 5300 54 5400 55 5500 56 5599 58 5699 59 5799 60 5900 60 5999 62 6102 60 6206 57 6309 55 6414 51 6518 48 6621 46 6724 44 6828 41 6931 39 7035 36 7139 33 7243 30 7347 27 7449 26 7552 24 7653 24 7755 23 7856 23 7957 23 8058 23 8160 22 8262 21 8363 21 8465 20 8567 19 8668 19 8770 18 8872 17 8973 17 9076 15 9179 13 9282 11 9385 9 9489 6 9595 1
45d1bb9fb2,4444 1 4544 2 4644 3 4744 4 4844 5 4945 5 5045 6 5146 6 5246 7 5347 7 5448 7 5550 6 5651 6 5753 5 5854 5 5955 5 6056 5 6157 5 6258 5 6358 6 6459 6 6559 7 6660 7 6760 8 6860 9 6961 9 7061 10 7161 11 7262 11 7362 12 7463 12 7563 13 7663 14 7764 14 7864 15 7964 16 8064 17 8164 18 8265 18 8365 19 8466 19 8567 19 8667 20 8768 20 8869 20 8970 20 9072 19 9174 7 9184 8 9287 6 9388 6 9490 5 9591 5 9693 4 9795 3 9896 3 9998 2 10099 2 10200 2
a67fe36ac3,
8a588ad1c0,
c5ef2c8428,
6e05b60c72,72 30 173 30 275 29 376 29 478 28 579 28 680 28 782 27 883 27 984 27 1086 26 1188 25 1289 25 1391 24 1492 24 1594 23 1695 23 1796 23 1897 23 1998 23 2099 23 2201 22 2302 22 2403 22 2504 22 2605 22 2707 21 2809 20 2911 19 3013 18 3115 17 3217 16 3319 15 3420 15 3521 15 3622 15 3723 15 3824 15 3925 15 4026 15 4127 15 4228 15 4329 15 4430 15 4530 16 4631 16 4732 16 4832 17 4933 17 5034 17 5134 18 5234 19 5334 20 5434 21 5535 21 5635 22 5736 22 5837 22 5938 22 6039 22 6139 23 6240 23 6340 24 6441 24 6541 25 6641 26 6741 27 6840 29 6940 30 7040 31 7140 32 7241 32 7341 33 7441 34 7541 35 7642 35 7742 36 7843 36 7943 37 8044 37 8144 38 8244 39 8344 40 8444 41 8544 42 8644 43 8744 44 8845 44 8945 45 9045 46 9145 47 9245 48 9345 49 9445 50 9546 50 9646 51 9746 52 9846 53 9947 53 10047 54 10148 54
f1716e0716,7071 2 7172 4 7273 5 7374 6 7475 7 7576 8 7677 8 7778 9 7879 10 7980 11 8081 11 8182 12 8283 12 8384 13 8485 13 8586 14 8687 15 8788 15 8889 16 8990 17 9091 18 9192 19 9293 20 9394 21 9495 22 9596 22 9697 23 9798 23 9899 24 10000 24 10101 25
598d720228,
cc30dc52ee,1 51 102 51 203 50 304 50 405 49 506 48 607 48 708 47 809 46 910 46 1011 45 1112 45 1213 45 1314 45 1415 44 1516 44 1617 44 1718 44 1819 44 1920 43 2021 43 2122 43 2223 43 2324 43 2425 44 2526 44 2627 45 2728 45 2829 45 2930 45 3031 45 3132 45 3233 45 3334 45 3435 45 3536 44 3637 44 3738 43 3839 42 3940 41 4041 40 4142 39 4243 39 4344 39 4445 39 4546 39 4647 39 4748 39 4849 39 4950 39 5051 39 5152 39 5253 39 5354 39 5455 39 5556 38 5657 38 5758 37 5859 36 5960 35 6061 35 6162 34 6263 34 6364 33 6465 32 6566 31 6667 28 6768 26 6869 23 6970 18 7071 14 7172 10 7273 8 7374 7 7475 6 7576 5 7677 5 7778 4 7879 4 7980 3 8081 3 8182 2 8283 2 8384 1
6c72d0dfd0,
ca3bf7b634,1 8079 8081 97 8182 95 8283 92 8384 90 8485 88 8586 84 8687 80 8788 76 8889 70 8990 64 9091 58 9192 51 9293 45 9394 37 9495 32 9596 25 9697 18 9798 10 9899 4
bc09c0039c,
3b88cf99b3,
4efbd07c56,
fc1292d85d,
