id,rle_mask
0860568fe5,1 34 102 34 203 34 304 34 405 34 506 34 607 34 708 34 809 33 910 33 1011 32 1112 32 1213 31 1314 30 1415 29 1516 29 1617 28 1718 28 1819 27 1920 27 2021 27 2122 26 2223 26 2324 26 2425 26 2526 26 2627 26 2728 27 2829 27 2930 28 3031 29 3132 30 3233 30 3334 32 3435 33 3536 34 3637 35 3738 36 3839 37 3940 38 4041 39 4142 40 4243 42 4344 43 4445 44 4546 45 4647 46 4748 47 4849 47 4950 48 5051 48 5152 48 5253 49 5354 49 5455 49 5556 50 5657 50 5758 50 5859 49 5960 49 6061 49 6162 49 6263 48 6364 48 6465 47 6566 47 6667 46 6768 46 6869 45 6970 44 7071 43 7172 42 7273 42 7374 42 7475 41 7576 41 7677 40 7778 40 7879 39 7980 39 8081 38 8182 38 8283 37 8384 36 8485 36 8586 35 8687 34 8788 34 8889 33 8990 33 9091 32 9192 32 9293 31 9394 31 9495 30 9596 30 9697 30 9798 29 9899 29 10000 29 10101 29
c58edbac0a,
1dfdd132ca,1718 1 1819 1 1920 1 2021 2 2122 2 2223 2 2324 2 2425 3 2526 3 2627 3 2728 3 2829 3 2930 4 3031 4 3132 4 3233 5 3334 5 3435 6 3536 6 3637 6 3738 7 3839 7 3940 7 4041 7 4142 7 4243 7 4344 7 4445 8 4546 8 4647 8 4748 9 4849 9 4950 10 5051 10 5152 11 5253 11 5354 11 5455 11 5556 12 5657 12 5758 12 5859 12 5960 13 6061 13 6162 13 6263 13 6364 14 6465 14 6566 15 6667 15 6768 15 6869 16 6970 16 7071 16 7172 17 7273 17 7374 17 7475 17 7576 17 7677 17 7778 17 7879 17 7980 17 8081 17 8182 16 8283 16 8384 16 8485 16 8586 16 8687 16 8788 15 8889 15 8990 15 9091 15 9192 15 9293 15 9394 15 9495 15 9596 15 9697 15 9798 15 9899 15 10000 15 10101 15
258838cb73,61 41 162 41 263 41 363 42 464 42 565 42 665 43 766 41 866 41 967 39 1067 39 1168 38 1268 38 1368 37 1469 36 1569 35 1669 35 1769 34 1869 33 1970 32 2070 31 2169 32 2269 31 2369 30 2469 30 2569 29 2669 29 2769 28 2869 28 2969 28 3068 29 3168 29 3268 29 3367 30 3467 31 3567 31 3667 31 3766 32 3866 33 3965 34 4065 35 4164 36 4264 36 4363 38 4463 38 4562 39 4662 40 4762 40 4863 39 4963 40 5063 40 5163 40 5264 40 5364 40 5464 40 5565 39 5665 40 5765 39 5865 39 5965 39 6065 39 6164 40 6263 41 6364 40 6465 39 6566 38 6667 37 6768 36 6869 35 6970 35 7071 34 7172 33 7273 32 7374 31 7475 30 7576 28 7677 27 7778 25 7879 23 7980 22 8081 20 8182 19 8283 18 8384 16 8485 15 8586 14 8687 13 8788 13 8889 12 8990 11 9091 10 9192 9 9293 9 9394 8 9495 7 9596 6 9697 5 9798 4 9899 3 10000 2 10101 1
ebb000af78,19 83 120 83 220 84 321 84 421 85 521 86 622 86 723 86 823 87 924 87 1024 88 1124 89 1225 89 1325 90 1426 90 1527 90 1628 90 1730 88 1831 87 1933 84 2035 82 2136 81 2238 79 2340 77 2442 75 2544 73 2647 70 2749 69 2852 66 2955 63 3057 61 3160 58 3262 56 3364 55 3467 52 3569 51 3671 49 3774 47 3876 46 3978 44 4080 43 4182 42 4284 40 4386 39 4488 38 4591 35 4693 34 4796 32 4899 30 5002 28 5104 27 5207 25 5309 24 5411 23 5513 22 5614 22 5715 22 5816 21 5918 20 6019 20 6120 19 6221 19 6322 18 6422 18 6522 19 6623 18 6723 18 6823 18 6924 18 7024 18 7124 19 7225 19 7325 20 7425 21 7525 21 7626 21 7726 22 7826 22 7926 23 8025 25 8125 25 8222 29 8318 33 8414 38 8500 52 8597 56 8696 57 8795 59 8894 60 8993 62 9092 64 9192 65 9293 65 9394 65 9495 65 9596 64 9697 64 9798 64 9899 63 10000 63 10101 62
b42b881141,1 15 102 15 203 14 304 14 405 13 506 13 607 12 708 11 809 11 910 10 1011 9 1112 9 1213 8 1314 7 1415 6 1516 6 1617 5 1718 4 1819 3 1920 2 2021 2 2122 1 6061 1 6162 3 6263 5 6364 8 6465 12 6566 15 6667 23 6704 3 6768 47 6869 50 6970 53 7071 57 7172 63 7273 66 7374 69 7475 72 7576 76 7677 82 7765 2437
a1ee362660,4248 5 4344 15 4445 19 4546 22 4647 27 4748 31 4849 33 4950 34 5051 35 5152 36 5253 37 5354 38 5455 39 5556 40 5657 41 5758 42 5859 44 5960 45 6061 46 6162 47 6263 48 6364 49 6465 50 6566 50 6667 51 6768 51 6869 52 6970 52 7071 53 7172 53 7273 54 7374 54 7475 55 7576 56 7677 57 7778 58 7879 59 7980 61 8081 63 8182 64 8283 66 8384 67 8485 69 8586 70 8687 72 8788 73 8889 74 8990 76 9091 78 9192 79 9293 81 9394 82 9495 83 9596 84 9697 85 9798 86 9899 87 10000 88 10101 88
506313852a,9 88 109 89 209 90 310 90 410 91 510 92 609 94 709 95 809 96 910 96 1011 96 1112 96 1213 96 1314 97 1415 97 1516 97 1617 97 1718 97 1819 97 1920 97 2021 97 2122 98 2223 98 2324 98 2425 99 2526 99 2627 100 2728 7474
25b1cfb30c,
2191c9ab21,69 33 170 33 270 34 370 35 471 35 572 35 673 35 774 35 876 34 978 33 1079 33 1180 33 1282 32 1383 32 1484 32 1585 32 1687 31 1788 31 1890 30 1991 30 2092 30 2193 30 2294 30 2396 29 2498 28 2599 28 2701 27 2802 27 2903 27 3005 26 3106 26 3207 26 3309 25 3410 25 3511 25 3612 25 3713 25 3814 25 3915 25 4016 25 4118 24 4219 24 4320 24 4421 24 4522 24 4623 24 4724 24 4824 25 4925 25 5026 25 5127 25 5228 25 5329 25 5429 26 5530 26 5631 26 5732 26 5832 27 5933 27 6034 27 6135 27 6235 28 6336 28 6437 28 6537 29 6638 29 6738 30 6839 30 6939 31 7040 31 7141 31 7241 32 7342 32 7442 33 7543 33 7643 34 7744 34 7845 34 7945 35 8046 35 8147 35 8247 36 8348 36 8449 36 8549 37 8650 37 8751 37 8852 37 8953 37 9054 37 9154 38 9256 37 9357 37 9458 37 9559 37 9660 37 9762 36 9863 36 9964 36 10065 36 10166 36
3136a81ab1,45 57 146 57 247 57 348 57 449 57 550 57 651 57 753 56 855 55 956 55 1057 55 1158 55 1260 54 1362 53 1464 52 1566 51 1668 50 1769 50 1870 50 1972 49 2073 49 2174 49 2276 48 2377 48 2478 48 2580 47 2681 47 2783 46 2884 46 2986 45 3087 45 3189 44 3290 44 3392 43 3493 43 3594 43 3696 42 3798 41 3900 40 4001 40 4102 40 4203 40 4303 41 4404 41 4504 42 4606 41 4708 40 4809 40 4911 39 5012 39 5112 40 5213 40 5314 40 5414 41 5515 41 5616 41 5717 41 5817 42 5918 42 6019 42 6119 43 6221 42 6322 42 6423 42 6524 42 6626 41 6727 41 6829 40 6931 39 7032 39 7134 38 7236 37 7337 37 7439 36 7541 35 7643 34 7745 33 7847 32 7949 31 8050 31 8152 30 8253 30 8354 30 8455 30 8556 30 8657 30 8759 29 8861 28 8962 28 9063 28 9164 28 9266 27 9367 27 9469 26 9570 26 9671 26 9772 26 9873 26 9975 25 10076 25 10177 25
f82f19a681,1 21 102 21 203 21 304 21 405 21 506 21 607 21 708 22 809 22 910 22 1011 22 1112 22 1213 23 1314 23 1415 23 1516 23 1617 23 1718 23 1819 23 1920 23 2021 22 2122 22 2223 21 2324 20 2425 20 2526 19 2627 18 2728 17 2829 16 2930 15 3031 15 3132 14 3233 14 3334 13 3435 13 3536 13 3637 12 3738 12 3839 12 3940 11 4041 11 4142 11 4243 11 4344 11 4445 11 4546 12 4647 12 4748 12 4849 12 4950 12 5051 12 5152 12 5253 13 5354 13 5455 13 5556 13 5657 13 5758 13 5859 12 5960 12 6061 12 6162 12 6263 11 6364 11 6465 11 6566 11 6667 10 6768 10 6869 10 6970 10 7071 10 7172 10 7273 11 7374 12 7475 13 7576 13 7677 14 7778 15 7879 15 7980 16 8083 14 8185 13 8287 13 8388 13 8489 13 8591 12 8691 14 8792 14 8893 14 8994 14 9095 14 9195 15 9295 16 9394 18 9495 18 9596 17 9697 17 9798 17 9899 16 10000 16 10101 15
2ad1ace6a6,1 86 102 87 203 87 304 88 405 87 506 87 607 85 708 84 809 83 910 82 1011 81 1112 80 1213 79 1314 78 1415 77 1516 76 1617 75 1718 74 1819 73 1920 72 2021 72 2122 71 2223 70 2324 70 2425 69 2526 68 2627 68 2728 68 2829 68 2930 68 3031 68 3132 69 3233 70 3334 71 3435 73 3536 76 3637 79 3738 82 3839 84 3940 85 4041 85 4142 85 4243 85 4344 84 4445 83 4546 82 4647 80 4748 79 4849 78 4950 76 5051 74 5152 73 5253 71 5354 70 5455 68 5556 66 5657 65 5758 64 5859 63 5960 62 6061 62 6162 61 6263 61 6364 60 6465 60 6566 59 6667 58 6768 57 6869 57 6970 56 7071 56 7172 55 7273 55 7374 54 7475 54 7576 53 7677 52 7778 51 7879 51 7980 50 8081 49 8182 49 8283 48 8384 48 8485 48 8586 48 8687 48 8788 47 8889 46 8990 45 9091 44 9192 43 9293 42 9394 41 9495 40 9596 38 9697 36 9798 34 9899 33 10000 32 10101 31
9132b8b239,
0854a2336d,
6b0f472ce3,
f26293e80c,
937f1253a0,5341 13 5434 21 5531 25 5628 29 5724 34 5822 37 5919 41 6016 45 6114 48 6211 52 6307 57 6404 61 6501 65 6599 68 6696 72 6793 76 6891 79 6990 81 7090 82 7189 84 7288 86 7386 89 7485 91 7585 92 7685 93 7785 94 7885 95 7985 96 8085 97 8186 97 8286 98 8385 1817
c9bd75f14e,
ec5f9c51f9,8278 5 8374 10 8469 16 8563 23 8657 30 8750 38 8845 44 8939 51 9033 58 9126 66 9219 74 9314 80 9410 85 9504 92 9597 605
40ca4c4ff2,24 23 125 23 226 23 327 22 428 22 530 21 631 21 732 20 833 20 934 20 1036 19 1137 18 1238 18 1339 18 1440 18 1541 18 1643 17 1744 17 1845 18 1947 17 2048 17 2150 17 2251 17 2353 17 2454 17 2556 17 2657 17 2758 18 2860 18 2961 18 3062 19 3164 19 3265 21 3367 21 3469 22 3571 22 3673 23 3774 25 3876 27 3977 29 4079 30 4181 31 4283 31 4385 31 4487 32 4589 32 4690 34 4791 35 4893 36 4994 38 5095 40 5197 41 5299 42 5400 43 5502 44 5603 45 5704 46 5806 46 5907 48 6008 49 6109 52 6211 52 6312 52 6413 52 6514 52 6616 51 6717 51 6818 51 6919 51 7020 51 7121 51 7222 51 7324 50 7425 50 7526 50 7627 50 7728 50 7829 50 7930 50 8031 50 8133 49 8234 49 8335 49 8436 49 8537 49 8638 49 8740 48 8841 48 8942 48 9043 48 9144 48 9245 48 9346 48 9448 47 9549 47 9650 47 9751 47 9852 47 9954 46 10055 46 10156 46
426cec9dd2,
dfab2c098a,
c5cc962173,1453 34 1491 12 1531 77 1619 4 1625 8577
a713287800,
8cd406ddbd,1112 4 1213 9 1314 12 1415 16 1516 24 1617 30 1718 38 1780 13 1819 8383
7d35569f4b,
a52470ae8e,
69d4d52bb3,
5394f6a4e9,
a4a75dd824,
36febb2cf5,
db17867b19,
b9f6826cda,9 93 110 93 212 92 313 92 415 91 516 91 617 91 719 90 820 90 921 90 1022 90 1123 90 1224 90 1325 90 1426 90 1527 90 1629 89 1730 89 1831 89 1932 89 2033 89 2135 88 2236 88 2338 87 2440 86 2542 85 2644 84 2746 83 2848 82 2950 81 3052 80 3153 80 3255 79 3357 78 3459 77 3561 76 3663 75 3765 74 3868 72 3970 71 4071 71 4173 70 4275 69 4377 68 4479 67 4582 65 4684 64 4786 63 4889 61 4991 60 5094 58 5196 57 5299 55 5401 54 5503 53 5606 51 5708 50 5811 48 5913 47 6016 45 6118 44 6220 43 6322 42 6424 41 6527 39 6629 38 6731 37 6833 36 6935 35 7037 34 7138 34 7240 33 7342 32 7443 32 7545 31 7647 30 7749 29 7850 29 7952 28 8054 27 8155 27 8257 26 8358 26 8460 25 8561 25 8663 24 8764 24 8866 23 8967 23 9069 22 9170 22 9271 22 9372 22 9474 21 9575 21 9676 21 9777 21 9878 21 9979 21 10080 21 10181 21
111eb1d764,1 909 914 97 1018 94 1123 90 1227 87 1331 84 1434 82 1538 79 1641 77 1743 76 1847 73 1950 71 2054 68 2157 66 2259 65 2363 62 2467 59 2570 57 2675 53 2778 51 2884 46 2989 4 2998 33 3103 29 3206 27 3308 26 3409 26 3510 26 3613 24 3716 22 3819 20 3921 19 4024 17 4130 12 4231 12 4332 12 4434 11 4535 11 4637 10 4739 9 4842 7 4945 5 5049 2
6fbf6c40cd,4946 4 5042 9 5142 10 5241 12 5341 13 5440 15 5539 17 5639 18 5739 19 5839 20 5939 21 6039 22 6139 23 6240 23 6340 24 6441 24 6541 25 6642 25 6743 25 6844 25 6945 25 7046 25 7147 25 7248 25 7349 25 7450 25 7550 26 7651 26 7751 27 7852 27 7952 28 8052 29 8153 29 8253 30 8354 30 8454 31 8555 31 8655 32 8756 32 8856 33 8957 33 9058 33 9158 34 9259 34 9360 34 9461 34 9562 34 9663 34 9764 34 9865 34 9966 34 10067 34 10168 34
cc52462e9d,9394 2 9495 4 9596 5 9697 7 9798 8 9899 9 10000 11 10101 12
c9094061c7,
b0beff63b4,
f83ff82a40,5945 15 6035 26 6129 33 6211 52 6311 53 6412 53 6512 54 6611 56 6708 60 6806 63 6897 73 6996 75 7096 76 7196 77 7295 79 7395 80 7488 3 7494 82 7587 90 7688 90 7787 2415
46df24ee51,
d107a8e18e,2526 1 2627 8 2728 13 2829 17 2930 19 3031 21 3132 24 3233 26 3334 28 3435 31 3536 33 3637 36 3738 39 3839 41 3940 43 4041 49 4142 55 4243 58 4344 62 4445 67 4546 76 4647 89 4748 96 4849 5353
2309b6b116,1629 2 1727 8 1827 12 1928 15 2028 18 2129 20 2229 21 2330 22 2429 24 2526 28 2627 27 2728 28 2829 30 2930 33 3036 35 3140 38 3243 39 3347 39 3450 39 3555 37 3659 37 3761 39 3862 43 3963 49 4064 56 4165 59 4266 66 4367 78 4467 79 4568 79 4668 80 4769 80 4869 81 4970 81 5070 82 5170 83 5271 83 5370 85 5469 87 5569 88 5668 90 5768 91 5867 93 5966 95 6066 96 6165 4037
531687f063,
5977523480,73 29 174 29 276 28 378 27 480 26 583 24 685 23 787 22 889 21 990 21 1091 21 1193 20 1294 20 1395 20 1496 20 1597 20 1698 20 1799 20 1900 20 2000 21 2101 21 2201 22 2302 22 2403 22 2504 22 2604 23 2705 23 2806 23 2906 24 3006 25 3107 25 3208 25 3308 26 3409 26 3510 26 3611 26 3712 26 3813 26 3914 26 4015 26 4116 26 4217 26 4318 26 4420 25 4521 25 4622 25 4724 24 4825 24 4927 23 5029 22 5131 21 5232 21 5334 20 5436 19 5538 18 5640 17 5742 16 5845 14 5947 13 6049 12 6152 10 6254 9 6357 7 6459 6 6561 5 6663 4 6765 3 6867 2
ce48548fa6,
f369ff14ab,5057 39 5102 10 5152 90 5253 4949
f876ebe60b,93 9 194 9 296 8 398 7 499 7 601 6 703 5 805 4 907 3 1008 3 1110 2
1d2e024c1f,2223 1 2324 2 2425 3 2526 4 2627 6 2728 7 2829 8 2930 9 3031 9 3132 10 3234 10 3338 10 3440 11 3542 11 3643 13 3745 14 3846 15 3947 16 4049 16 4150 17 4252 17 4354 17 4455 18 4557 19 4658 20 4760 20 4862 21 4965 20 5067 21 5169 21 5271 22 5372 23 5474 23 5576 23 5678 23 5780 23 5882 23 5984 23 6087 22 6189 22 6291 22 6393 22 6495 22 6597 22 6700 21 6802 20 6904 20 7006 20 7108 20 7210 20 7311 21 7413 21 7515 20 7617 20 7718 21 7820 21 7922 21 8024 21 8125 21 8227 21 8329 21 8430 21 8532 21 8634 21 8736 20 8838 20 8939 20 9041 20 9143 19 9244 20 9345 21 9447 20 9549 20 9650 21 9752 20 9854 20 9956 20 10057 21 10159 21
4d163fda07,1108 4 1193 20 1286 28 1381 34 1479 37 1577 40 1677 41 1776 43 1876 44 1976 45 2076 46 2177 46 2277 47 2377 48 2478 48 2578 49 2679 49 2779 50 2879 51 2979 52 3080 52 3180 53 3281 53 3381 54 3482 54 3583 54 3684 54 3784 55 3885 55 3986 55 4087 55 4188 55 4289 55 4390 55 4491 55 4592 55 4693 55 4794 55 4895 55 4996 55 5097 55 5199 54 5300 54 5401 54 5502 54 5603 54 5705 53 5806 53 5907 53 6008 53 6109 53 6210 53 6312 52 6413 52 6513 53 6615 52 6716 52 6817 52 6919 51 7020 51 7122 50 7223 50 7325 49 7427 48 7528 48 7630 47 7731 47 7833 46 7934 46 8035 46 8137 45 8238 45 8340 44 8442 43 8544 42 8645 42 8746 42 8848 41 8949 41 9050 41 9151 41 9253 40 9354 40 9454 41 9555 41 9656 41 9757 41 9858 41 9959 41 10060 41 10161 41
8b4306b0b7,4499 3 4598 11 4698 15 4798 19 4898 24 4938 3 4982 11 4997 48 5080 70 5169 4 5177 82 5264 98 5364 4838
e15d1d1c7d,
20dd6bc2ff,1 2222 2227 97 2331 94 2435 91 2539 88 2642 86 2745 84 2848 82 2950 81 3053 79 3156 77 3259 75 3362 73 3465 71 3567 70 3670 68 3772 67 3875 65 3977 64 4080 62 4182 61 4284 60 4386 59 4487 59 4589 58 4691 57 4793 56 4895 55 4997 54 5099 53 5200 53 5300 54 5400 55 5500 56 5599 58 5699 59 5800 59 5901 59 6004 57 6107 55 6210 53 6313 51 6416 49 6519 47 6622 45 6725 43 6828 41 6931 39 7035 36 7139 33 7243 30 7346 28 7449 26 7551 25 7653 24 7755 23 7856 23 7957 23 8058 23 8159 23 8261 22 8362 22 8464 21 8566 20 8668 19 8769 19 8870 19 8972 18 9075 16 9178 14 9281 12 9385 9 9489 6
45d1bb9fb2,4343 1 4443 2 4543 3 4644 3 4744 4 4844 5 4945 5 5045 6 5146 6 5247 6 5348 6 5449 6 5550 6 5651 6 5753 5 5854 5 5955 5 6056 5 6157 5 6257 6 6358 6 6459 6 6559 7 6660 7 6760 8 6861 8 6961 9 7061 10 7162 10 7262 11 7363 11 7463 12 7563 13 7663 14 7764 14 7864 15 7964 16 8064 17 8164 18 8265 18 8366 18 8467 18 8568 18 8669 18 8770 18 8872 17 8973 17 9075 16 9177 15 9280 13 9382 12 9484 11 9585 11 9686 11 9787 11 9888 11 9989 11 10090 11 10191 11
a67fe36ac3,
8a588ad1c0,
c5ef2c8428,
6e05b60c72,72 30 173 30 275 29 377 28 478 28 580 27 682 26 784 25 885 25 986 25 1088 24 1189 24 1290 24 1392 23 1493 23 1594 23 1695 23 1796 23 1897 23 1998 23 2100 22 2201 22 2302 22 2403 22 2505 21 2606 21 2708 20 2809 20 2911 19 3013 18 3115 17 3217 16 3318 16 3420 15 3521 15 3622 15 3723 15 3824 15 3925 15 4026 15 4127 15 4228 15 4329 15 4430 15 4531 15 4632 15 4732 16 4833 16 4934 16 5034 17 5134 18 5235 18 5335 19 5436 19 5537 19 5637 20 5738 20 5839 20 5939 21 6040 21 6140 22 6240 23 6341 23 6441 24 6541 25 6641 26 6741 27 6840 29 6940 30 7040 31 7141 31 7241 32 7341 33 7441 34 7541 35 7642 35 7743 35 7843 36 7944 36 8045 36 8145 37 8245 38 8345 39 8445 40 8545 41 8644 43 8745 43 8845 44 8945 45 9046 45 9146 46 9246 47 9346 48 9446 49 9546 50 9646 51 9746 52 9846 53 9947 53 10048 53 10149 53
f1716e0716,7071 2 7172 3 7273 4 7374 5 7475 6 7576 6 7677 7 7778 8 7879 8 7980 9 8081 10 8182 10 8283 11 8384 12 8485 12 8586 13 8687 14 8788 14 8889 15 8990 16 9091 17 9192 18 9293 18 9394 19 9495 20 9596 20 9697 21 9798 22 9899 22 10000 23 10101 23
598d720228,
cc30dc52ee,1 51 102 50 203 50 304 50 405 49 506 48 607 47 708 47 809 46 910 46 1011 46 1112 45 1213 45 1314 45 1415 45 1516 45 1617 44 1718 44 1819 44 1920 43 2021 43 2122 43 2223 43 2324 43 2425 44 2526 45 2627 45 2728 45 2829 45 2930 45 3031 45 3132 45 3233 45 3334 45 3435 45 3536 45 3637 44 3738 43 3839 42 3940 41 4041 40 4142 40 4243 39 4344 39 4445 39 4546 39 4647 39 4748 39 4849 39 4950 39 5051 39 5152 39 5253 39 5354 39 5455 39 5556 38 5657 38 5758 37 5859 36 5960 35 6061 35 6162 35 6263 34 6364 34 6465 33 6566 31 6667 29 6768 27 6869 24 6970 19 7071 15 7172 11 7273 8 7374 7 7475 6 7576 5 7677 5 7778 4 7879 4 7980 3 8081 3 8182 2 8283 1
6c72d0dfd0,
ca3bf7b634,1 8178 8182 95 8283 93 8384 91 8485 88 8586 85 8687 81 8788 76 8889 70 8990 65 9091 59 9192 53 9293 46 9394 38 9495 33 9596 27 9697 20 9798 12 9899 6
bc09c0039c,
3b88cf99b3,
4efbd07c56,
fc1292d85d,
